[0.000000] (-) TimerEvent: {}
[0.000117] (home_robot) JobQueued: {'identifier': 'home_robot', 'dependencies': OrderedDict()}
[0.000880] (home_robot) JobStarted: {'identifier': 'home_robot'}
[0.013713] (home_robot) JobProgress: {'identifier': 'home_robot', 'progress': 'cmake'}
[0.016070] (home_robot) JobProgress: {'identifier': 'home_robot', 'progress': 'build'}
[0.016152] (home_robot) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/dimi/robot_ws/src/home_robot/build/home_robot', '--', '-j16', '-l16'], 'cwd': '/home/dimi/robot_ws/src/home_robot/build/home_robot', 'env': OrderedDict({'LESSOPEN': '| /usr/bin/lesspipe %s', 'CODEX_CI': '1', 'LANGUAGE': 'el_GR:el', 'USER': 'dimi', 'LC_TIME': 'C.UTF-8', 'CODEX_INTERNAL_ORIGINATOR_OVERRIDE': 'Codex Desktop', 'GZ_CONFIG_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/share/gz:/opt/ros/jazzy/opt/sdformat_vendor/share/gz:/opt/ros/jazzy/opt/gz_gui_vendor/share/gz:/opt/ros/jazzy/opt/gz_transport_vendor/share/gz:/opt/ros/jazzy/opt/gz_rendering_vendor/share/gz:/opt/ros/jazzy/opt/gz_plugin_vendor/share/gz:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/share/gz:/opt/ros/jazzy/opt/gz_msgs_vendor/share/gz:/opt/ros/jazzy/opt/gz_common_vendor/share/gz', 'CODEX_SHELL': '1', 'XDG_SESSION_TYPE': 'wayland', 'LOG_FORMAT': 'json', 'SHLVL': '1', 'LD_LIBRARY_PATH': '/home/dimi/ros2_robot_ws/install/libcreate/lib:/home/dimi/ros2_robot_ws/install/create_msgs/lib:/home/dimi/robot_ws/install/interbotix_perception_msgs/lib:/home/dimi/robot_ws/install/explore_lite_msgs/lib:/home/dimi/robot_ws/install/easy_handeye2_msgs/lib:/opt/ros/jazzy/opt/gz_sim_vendor/lib:/opt/ros/jazzy/opt/gz_sensors_vendor/lib:/opt/ros/jazzy/opt/gz_physics_vendor/lib:/opt/ros/jazzy/opt/sdformat_vendor/lib:/opt/ros/jazzy/opt/rviz_ogre_vendor/lib:/opt/ros/jazzy/lib/x86_64-linux-gnu:/opt/ros/jazzy/opt/gz_gui_vendor/lib:/opt/ros/jazzy/opt/gz_transport_vendor/lib:/opt/ros/jazzy/opt/gz_rendering_vendor/lib:/opt/ros/jazzy/opt/gz_plugin_vendor/lib:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/lib:/opt/ros/jazzy/opt/gz_msgs_vendor/lib:/opt/ros/jazzy/opt/gz_common_vendor/lib:/opt/ros/jazzy/opt/gz_math_vendor/lib:/opt/ros/jazzy/opt/gz_utils_vendor/lib:/opt/ros/jazzy/opt/gz_tools_vendor/lib:/opt/ros/jazzy/opt/gz_ogre_next_vendor/lib:/opt/ros/jazzy/opt/gz_dartsim_vendor/lib:/opt/ros/jazzy/opt/gz_cmake_vendor/lib:/opt/ros/jazzy/lib', 'HOME': '/home/dimi', 'CHROME_DESKTOP': 'chatgpt.desktop', 'CYCLONEDDS_URI': 'file:///home/dimi/.config/cyclonedds.xml', 'DISABLE_AUTO_UPDATE': 'true', 'DESKTOP_SESSION': 'ubuntu', 'GIO_LAUNCHED_DESKTOP_FILE': '/home/dimi/.config/autostart/chatgpt.desktop', 'ROS_PYTHON_VERSION': '3', 'GNOME_SHELL_SESSION_MODE': 'ubuntu', 'GTK_MODULES': 'gail:atk-bridge', 'PAGER': 'cat', 'LC_MONETARY': 'C.UTF-8', 'MANAGERPID': '1793', 'LC_CTYPE': 'C.UTF-8', 'SYSTEMD_EXEC_PID': '2114', 'IM_CONFIG_CHECK_ENV': '1', 'GSM_SKIP_SSH_AGENT_WORKAROUND': 'true', 'NO_COLOR': '1', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'COLORTERM': '', 'GIO_LAUNCHED_DESKTOP_FILE_PID': '2441', 'DEBUGINFOD_URLS': 'https://debuginfod.ubuntu.com', 'IM_CONFIG_PHASE': '1', 'WAYLAND_DISPLAY': 'wayland-0', 'COLCON_PREFIX_PATH': '/home/dimi/robot_ws/install:/home/dimi/ros2_robot_ws/install:/home/dimi/roomba_ws/install', 'ROS_DISTRO': 'jazzy', 'ZSH_TMUX_AUTOSTARTED': 'true', 'LOGNAME': 'dimi', 'DESKTOP_AUTOSTART_ID': '102a96377f2f37f15c178742230149109300000021140016', 'JOURNAL_STREAM': '10:10237', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'PKG_CONFIG_PATH': '/home/dimi/ros2_robot_ws/install/libcreate/lib/x86_64-linux-gnu/pkgconfig:/home/dimi/ros2_robot_ws/install/libcreate/lib/pkgconfig', 'MEMORY_PRESSURE_WATCH': '/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/app-gnome\\x2dsession\\x2dmanager.slice/gnome-session-manager@ubuntu.service/memory.pressure', 'XDG_SESSION_CLASS': 'user', 'RUST_LOG': 'warn', 'USERNAME': 'dimi', 'TERM': 'dumb', 'GNOME_DESKTOP_SESSION_ID': 'this-is-deprecated', 'FC_FONTATIONS': '1', 'PATH': '/home/dimi/.local/bin:/home/dimi/bin:/home/dimi/.codex/tmp/arg0/codex-arg0PvXm3Q:/home/dimi/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/override:/home/dimi/.local/bin:/home/dimi/bin:/home/dimi/bin:/opt/ros/jazzy/opt/gz_msgs_vendor/bin:/opt/ros/jazzy/opt/gz_tools_vendor/bin:/opt/ros/jazzy/opt/gz_ogre_next_vendor/bin:/opt/ros/jazzy/bin:/home/dimi/.local/bin:/home/dimi/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/dimi/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/fallback:/usr/lib/chatgpt/resources', 'SESSION_MANAGER': 'local/dimi-Default-string:@/tmp/.ICE-unix/2114,unix/dimi-Default-string:/tmp/.ICE-unix/2114', 'CODEX_SESSION_ID': '01a02ac9-4811-7312-869c-bf08a22ad75d', 'INVOCATION_ID': 'acc6534b8a5440689c15f6eca04a0965', 'PAPERSIZE': 'a4', 'XDG_MENU_PREFIX': 'gnome-', 'LC_ADDRESS': 'C.UTF-8', 'GNOME_SETUP_DISPLAY': ':1', 'XDG_RUNTIME_DIR': '/run/user/1000', 'GDK_BACKEND': 'x11', 'DISPLAY': ':0', 'LANG': 'C.UTF-8', 'XDG_CURRENT_DESKTOP': 'ubuntu:GNOME', 'LC_TELEPHONE': 'C.UTF-8', 'RMW_IMPLEMENTATION': 'rmw_cyclonedds_cpp', 'XMODIFIERS': '@im=ibus', 'GH_PAGER': 'cat', 'XDG_SESSION_DESKTOP': 'ubuntu', 'XAUTHORITY': '/run/user/1000/.mutter-Xwaylandauth.KGKGU3', 'LS_COLORS': '', 'SSH_AUTH_SOCK': '/run/user/1000/keyring/ssh', 'LEMONADE_HOST': '0.0.0.0', 'AMENT_PREFIX_PATH': '/home/dimi/ros2_robot_ws/install/sllidar_ros2:/home/dimi/ros2_robot_ws/install/create_robot:/home/dimi/ros2_robot_ws/install/create_bringup:/home/dimi/ros2_robot_ws/install/create_driver:/home/dimi/ros2_robot_ws/install/create_msgs:/home/dimi/ros2_robot_ws/install/create_description:/home/dimi/robot_ws/install/roarm_moveit:/home/dimi/robot_ws/install/roarm_description:/home/dimi/robot_ws/install/home_robot:/home/dimi/robot_ws/install/interbotix_perception_pipelines:/home/dimi/robot_ws/install/interbotix_perception_msgs:/home/dimi/robot_ws/install/explore_lite:/home/dimi/robot_ws/install/explore_lite_msgs:/home/dimi/robot_ws/install/easy_handeye2:/home/dimi/robot_ws/install/easy_handeye2_msgs:/home/dimi/roomba_ws/install/sllidar_ros2:/opt/ros/jazzy', 'LC_MESSAGES': 'el_GR.UTF-8', 'SHELL': '/bin/bash', 'LC_NAME': 'C.UTF-8', 'QT_ACCESSIBILITY': '1', 'NO_AT_BRIDGE': '1', 'GDMSESSION': 'ubuntu', 'LESSCLOSE': '/usr/bin/lesspipe %s %s', 'CODEX_THREAD_ID': '01a02ac9-4811-7312-869c-bf08a22ad75d', 'LC_MEASUREMENT': 'C.UTF-8', 'LC_IDENTIFICATION': 'C.UTF-8', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'GIT_PAGER': 'cat', 'QT_IM_MODULE': 'ibus', 'PWD': '/home/dimi/robot_ws/src/home_robot/build/home_robot', 'LC_ALL': 'C.UTF-8', 'XDG_CONFIG_DIRS': '/etc/xdg/xdg-ubuntu:/etc/xdg', 'ZSH_TMUX_AUTOSTART': 'false', 'XDG_DATA_DIRS': '/usr/share/ubuntu:/usr/share/gnome:/home/dimi/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop', 'PYTHONPATH': '/home/dimi/ros2_robot_ws/install/create_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/install/home_robot/lib/python3.12/site-packages:/home/dimi/robot_ws/install/interbotix_perception_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/install/explore_lite_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/build/easy_handeye2:/home/dimi/robot_ws/install/easy_handeye2/lib/python3.12/site-packages:/home/dimi/robot_ws/install/easy_handeye2_msgs/lib/python3.12/site-packages:/opt/ros/jazzy/lib/python3.12/site-packages', 'LC_NUMERIC': 'C.UTF-8', 'LC_PAPER': 'C.UTF-8', 'COLCON': '1', 'MEMORY_PRESSURE_WRITE': 'c29tZSAyMDAwMDAgMjAwMDAwMAA=', 'CMAKE_PREFIX_PATH': '/home/dimi/ros2_robot_ws/install/sllidar_ros2:/home/dimi/ros2_robot_ws/install/create_robot:/home/dimi/ros2_robot_ws/install/create_bringup:/home/dimi/ros2_robot_ws/install/create_driver:/home/dimi/ros2_robot_ws/install/libcreate:/home/dimi/ros2_robot_ws/install/create_msgs:/home/dimi/ros2_robot_ws/install/create_description:/home/dimi/robot_ws/install/roarm_moveit:/home/dimi/robot_ws/install/roarm_description:/home/dimi/robot_ws/install/home_robot:/home/dimi/robot_ws/install/interbotix_perception_pipelines:/home/dimi/robot_ws/install/interbotix_perception_msgs:/home/dimi/robot_ws/install/explore_lite:/home/dimi/robot_ws/install/explore_lite_msgs:/home/dimi/robot_ws/install/easy_handeye2_msgs:/home/dimi/roomba_ws/install/sllidar_ros2:/opt/ros/jazzy/opt/gz_sim_vendor:/opt/ros/jazzy/opt/gz_sensors_vendor:/opt/ros/jazzy/opt/gz_physics_vendor:/opt/ros/jazzy/opt/sdformat_vendor:/opt/ros/jazzy/opt/gz_gui_vendor:/opt/ros/jazzy/opt/gz_transport_vendor:/opt/ros/jazzy/opt/gz_rendering_vendor:/opt/ros/jazzy/opt/gz_plugin_vendor:/opt/ros/jazzy/opt/gz_fuel_tools_vendor:/opt/ros/jazzy/opt/gz_msgs_vendor:/opt/ros/jazzy/opt/gz_common_vendor:/opt/ros/jazzy/opt/gz_math_vendor:/opt/ros/jazzy/opt/gz_utils_vendor:/opt/ros/jazzy/opt/gz_tools_vendor:/opt/ros/jazzy/opt/gz_ogre_next_vendor:/opt/ros/jazzy/opt/gz_dartsim_vendor:/opt/ros/jazzy/opt/gz_cmake_vendor:/home/dimi/robot_ws/install/easy_handeye2:/opt/ros/jazzy'}), 'shell': False}
[0.088892] (home_robot) StdoutLine: {'line': b'Built target ament_cmake_python_symlink_home_robot\n'}
[0.099637] (-) TimerEvent: {}
[0.199890] (-) TimerEvent: {}
[0.300088] (-) TimerEvent: {}
[0.360680] (home_robot) StdoutLine: {'line': b'running egg_info\n'}
[0.400224] (-) TimerEvent: {}
[0.479001] (home_robot) StdoutLine: {'line': b'writing home_robot.egg-info/PKG-INFO\n'}
[0.479273] (home_robot) StdoutLine: {'line': b'writing dependency_links to home_robot.egg-info/dependency_links.txt\n'}
[0.656302] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/room_tour.py\n'}
[0.656341] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/roomba_driver.py\n'}
[0.656381] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/self_diagnosis_node.py\n'}
[0.656421] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/semantic_costmap_node.py\n'}
[0.656508] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/situational_awareness_node.py\n'}
[0.656548] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/slip_monitor_node.py\n'}
[0.656588] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/sound_event_node.py\n'}
[0.656628] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/stt_node.py\n'}
[0.656668] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/system_metrics_node.py\n'}
[0.656707] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/tactile_node.py\n'}
[0.656746] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/task_planner_node.py\n'}
[0.656786] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/tracker_node.py\n'}
[0.656825] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/trail_publisher_node.py\n'}
[0.656864] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/tts_node.py\n'}
[0.656905] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/vision_node.py\n'}
[0.656948] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/wake_word_node.py\n'}
[0.656988] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/web_dashboard_node.py\n'}
[0.657037] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yolo11n-pose.pt\n'}
[0.657078] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yolo11n-seg.pt\n'}
[0.657118] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yolo11n.pt\n'}
[0.657159] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yolo11n_int8.onnx\n'}
[0.657200] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yolo11n_pose_int8.onnx\n'}
[0.657240] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yolo11n_seg_int8.onnx\n'}
[0.657281] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yunet_face_2023mar.onnx\n'}
[0.657321] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/nodes/yunet_int8.onnx\n'}
[0.657361] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/object_memory.py\n'}
[0.657401] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/obstacle_prediction.py\n'}
[0.657442] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/pcl_clusters.py\n'}
[0.657558] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/people.py\n'}
[0.657600] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/proactive.py\n'}
[0.657641] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/room_files.py\n'}
[0.657682] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/room_segment.py\n'}
[0.657720] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/routines.py\n'}
[0.657759] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/safety_settings.py\n'}
[0.657801] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/servo_filter.py\n'}
[0.657841] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/simple_commands.py\n'}
[0.657881] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/slip_detect.py\n'}
[0.657920] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/slip_map.py\n'}
[0.657960] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/sort_planner.py\n'}
[0.657999] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/sound_events.py\n'}
[0.658051] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/speaker_fusion.py\n'}
[0.658094] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/status_query.py\n'}
[0.658133] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/stop_command.py\n'}
[0.658173] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/stt_postprocess.py\n'}
[0.658213] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/system_settings.py\n'}
[0.658253] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/tactile.py\n'}
[0.658292] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/tool_router.py\n'}
[0.658331] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/tts_fallback.py\n'}
[0.658419] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/vocabulary.py\n'}
[0.658464] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/python3.12/site-packages/home_robot/voice_gate.py\n'}
[0.658505] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/roomba_driver.py\n'}
[0.658545] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/object_detector.py\n'}
[0.658584] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/camera_watchdog_node.py\n'}
[0.658624] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/obstacle_safety_node.py\n'}
[0.658663] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/arm_driver.py\n'}
[0.658703] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/arm_moveit_bridge.py\n'}
[0.658742] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/arm_scene_obstacles.py\n'}
[0.658782] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/pick_place_node.py\n'}
[0.658821] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/cluster_detector_node.py\n'}
[0.658914] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/system_metrics_node.py\n'}
[0.658954] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/joystick_estop_node.py\n'}
[0.658993] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/joy_cmd_gate_node.py\n'}
[0.659039] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/arm_joy_node.py\n'}
[0.659080] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/wake_word_node.py\n'}
[0.659119] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/stt_node.py\n'}
[0.659160] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/llm_bridge_node.py\n'}
[0.659199] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/vision_node.py\n'}
[0.659242] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/tts_node.py\n'}
[0.659281] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/task_planner_node.py\n'}
[0.659376] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/calibrate_odom.py\n'}
[0.659417] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/imu_node.py\n'}
[0.659457] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/rag_memory_node.py\n'}
[0.659498] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/doa_node.py\n'}
[0.659537] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/person_follower_node.py\n'}
[0.659576] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/apriltag_relocalizer.py\n'}
[0.659616] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/tracker_node.py\n'}
[0.659656] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/diarization_node.py\n'}
[0.659696] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/recovery_manager_node.py\n'}
[0.659768] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/obstacle_prediction_node.py\n'}
[0.659809] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/fall_monitor_node.py\n'}
[0.659849] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/situational_awareness_node.py\n'}
[0.659889] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/mission_executor_node.py\n'}
[0.659928] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/semantic_costmap_node.py\n'}
[0.659968] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/object_memory_node.py\n'}
[0.660008] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/face_detection_node.py\n'}
[0.660171] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/pose_node.py\n'}
